Foul,Post
1,"RT @_NenaKelly: Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo&#8230;"
1,"That's what I tell my hoes when they ain't throwing the neck RT ""@shibermetimbers: Aint nobody got time for that"""
0,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
."
1,RT @HumanX86: #2013Faves RT @DgDynasty @88TilEternity @HumanX86 @LakeshoreJohnny I ain&#8217;t tryna see @VertrellCarter nigger legs in a bikini &#128562;
1,RT @LouieVRee: If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes
1,@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!
1,"RT @lord_jonesss: @1017_Sqquad no... I want 1 billion dollars... 4 bad hoes from da islands... and a fine ass genie bitch, but datz none of&#8230;"
0,@DolanGang beans u beaner?
1,@Laurenlablue11 basically we ain't got room for basic bitches.
1,Life is a bitch but I appreciate her
1,"RT @JimNorton: Sterling is a cunt. My point is simply until everyone has privately taped conversations released, shut the fuck up."
1,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
1,RT @TheSuperNegro_: Can't believe you bitches find this remotely appealing. http://t.co/TKwwapczGr
1,I have one more day of fucking school. God nansemond is fucking retarded
1,I hate stupid bitches who cry for stupid reasons
1,@Maria_DeAmor bitch I told you to hit me when you got back
1,"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? http://t.co/o6R9bYT5De"
0,"Bye, Bye Charlie Strong."
1,"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies."
1,@BigD757 too bad hes a faggot
1,I'm dat nigga that these hoes just can't stand... &#127926; B.G
1,RT @vickyBeanMr: When u with yo main bitch and you see yo side bitch in public http://t.co/scmkp1nYGU
1,"@_lostb0y do you, bitch boy?"
1,"RT @nobeynobe: ""@Markie__Marc: https://t.co/mXGcCcahSC"" trash"
1,@EmpressTaTa aww man we had a BALL. Small lil affair. Set that bitch out!
0,"Bands will make her dance , stamps will make her twerk , If Romney becomes president , these hoes will have to work."
1,"Other then the faggot shit, Macklemore actually a really good artist....better than alot of rappers"
0,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
1,I gotta big head yah bitch I think it's crown sized
1,RT @Hayyylayyy_: when I'm pissed I either go merit scholar and use big words or I go ghetto fabulous and talk like I'm trashy. either way I&#8230;
1,"@Yeahhhmans way to take orders like a little bitch, bitch"
1,"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:"
1,I'm beating bitch jay jay ass when I see this nigga . I really ova here dead tho &#128557;&#128514;&#128128;&#128514;&#128079;
1,Smfh boy you sound just like them hoes!! RT @K_forKicKs: Idk why everybody be hating on the Puerto Rican princess
1,@_bradleey LMFAOOOO yooo I lost my elevator pass &#128557;&#128557; now I can't even share it ...bitch wants me to go get another one &#128530;even tho she knows me
1,@Tylar____ @xxJaiLynn Tylar shut up bitch . I usta make you these
0,Money has bin on my mind lately so I think its time to leave the hoes alone and get with the program &#128176;
0,"RT @dbrend99: Even if you hate the Yankees there is no way you can't like Derek Jeter, he is one of the classiest and most respectful playe&#8230;"
1,"@saucygyro bamoose the prophet was right ""thy hoes ain't loyal"" http://t.co/wOxmzRZbrb"
1,"Watch ima hit that hoe later on this summer, finna be the best/most livestock party of 2014!!!"
1,"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit."
1,"@OleanderPlume But no joke I will say NO IT IS NOT an Oleander and wife will say Son of a bitch.. Ron, yes the hell it is get out your book"
1,All these 4/20 tweets are retarded most of these nig nogs haven't even smoke a bl&#250;nt ever
1,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh"
1,@jesjosie Eff dem hos.
1,Fam. &#8220;@1800deeznuts: Telling bitches you're sterile so you can hit em raw &gt;&gt;&gt;&gt;&gt;&gt;&#8221;
1,Charlene crave colored cock
1,99 problems but a bitch ain't one
1,RT @Liveitupjersey: @ccass357 @1SleepingGiant trash him for name calling? Read your Shit to me Bitch! That's all you got!!!!
1,Jazz jumbo dick corporations. Making bitches tap out since 1999
1,"She suckin on my dick, cuz I'm a pretty bitch"
1,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson"
1,Shoutouts to my main bitches &amp; my side bitchess !!&#9994;
1,"@ProperEtacet fuck your mother, faggot"
1,When you tell a dark skin bitch to send you some sexy shit http://t.co/f5RUR3RkLU
1,"I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?"
1,Brag to you about the hoes he hittin and when you ask for a pic he show you some sorry ass female.. Then all you can do is laugh..
1,Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth
1,"Overall, this single life is about fun. Just do that and also get the nudes but don't leak em unless you're a faggot."
1,god i cant fucking stand waiters who bitch about people not tipping. GET A REAL FUCKING JOB
1,Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson
1,RT @NoBeeetch: @TommyReaINigga bitch don't nobody care
1,"RT @Hinojosa214: Bitch fucking fuck Brandeis. Go O' Connor. Fuck O' Connor. Fuck Brandeis. Just kidding, h-town helotes flexes, bitch. &#128514;&#128514;&#128514; &#8230;"
1,Nah nicca.. you GOT GAS! &#128541;&#128514;&#128514;&#128514;RT @SpaceJam_Teeg: @VonshayeB &#128514;&#128514;&#128514; blowing gas &#128548;
1,@MilesM_05 shut up coon.
1,RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig
1,"RT @ohmyev: it's crazy. if a female cheats, it's so wrong. she's every type of hoe there is but if a guy cheats, there's all these justific&#8230;"
1,call me bitch @GlitteredInPink
1,Oh she is RT @soARiE1017: @viaNAWF I respect that because bitches can be spiteful when it come to children
1,"digging a hole is very satisfying, it's climbing out that's a bitch."
1,@JimBoberson happy birthday faggot
1,"RT @JakeG_BasedGod: ""Never go full retard"""
1,#youaremoreattractive if u a real bitch!
1,@dom_framp what I thought bitch
1,Bryant must think he's so cute going out w his stupid ass friends and leaving me here but watch when he gets back &#128074;&#128165;&#128074;&#128162;&#128074;&#10024; lil bitch
1,I'm the gym looking at bitches booty #creeping &#9996;&#65039;
1,"no pillz jus weed kill dat pussy all night, damn right show u right"
1,@shmapplemen haha yeah it's just gonna be a bitch going btw there and Illinois on leave mannn. I'm stoked they are tho
1,@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches
1,lol stupid ass bitch I don't fuck w/ you
1,When a bitch I don't like laugh at my joke http://t.co/9Veupu85Wj
1,@MadameCrystalB yes bitch. &#128528;&#128514;
1,Would you drink with a nigguh? Do you smoke weed?
0,RT @iMDatDudeFish: &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash: #ThotGoals .. RT @LessonswithKate: I wanna learn how to jigg really good so I can be in the circle.
1,@GorgeousCamry_ @itsDeSha__ man get yo bitch ass out my mf mentions man with all tht bs u trippin
1,&#8220;@__Neecol: Like why tf is this bitch following me ?&#8221;&#128064;
1,"When nigga/bitch lose in a fight they favorite line is ""he/she only "" &#128514;"
1,&#8220;@koleworld4: my name is stefanie ... &#128075;&#128075;&#128075;&#128075; stefanie&#128514;&#128540;&#8221;fuck u hoe &#128553;&#128530;&#128514;
1,"RT @iluvdrugz: if a bitch dont act crazy over you , she dont really want you. &#128080;"
1,#California is full of white trash
1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!"
1,Ole girl really told me she doesn't care if her boyfriend has hoes. This is what's wrong with our generation.
1,It aint nuffin to cut that bitch off!!!!
1,RT @_haleybeeee: Im a boss ass bitch! @MostDoubt3d6 @EmilyMorring
1,I grew up ina jungle wit the gorilla snakes &amp; bird ass niggas &#128018;&#128013;&#128038;
1,"@kieffer_jason naw my fam aint no bitch made niggas, gtf off my shit fuck nigga im not your fam oh friendly ass nigga"
1,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.
1,RT @xochinadoll: You hoes are lost.
1,@seansteiger31 @ me then faggot
1,"I be try a log on to IG an like pics, but bitches dont be posting no pics...."
1,Currently sitting down wishing a bitch would.&#128133;
0,@ashley_smith20 colored contacts
0,"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys."
1,RT @iDntWearCondoms: Men only cheat for pussy. Women cheat cuz they think they have 2 soulmates
1,"I don't get it. I'm either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up."
1,@woohdakidd_74 lol mane shut dat bitch shit up youn fucc wit me
1,&#8220;@TVEMike: When you catch your girl doing some hoe shit behind your back https://t.co/V4FZ6RXxWd&#8221;&#128553;&#128514;&#128514;
0,I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis
1,"@ItsJusMeJoJo lol you've tweeted ""bitch"" an excessive amount (for you) today. you ok?"
1,#wallofthewasatch bitch!
1,"trash night tonight. I can already hear the sound of America's thriving economic sector out on the street, four wheels, one of them wobbles."
1,RT @CleveSmith: Bet her pussy smell like dried up oysters
1,RT @Keepingupw_jr: I respect those niggas who respect their girls &amp; dont pay them hoes no attention . Salute to you !
1,This bitch has two jobs and is starting school on the 26th. #fuckwhatyouheard
1,@PRoseish yeah because George Zimmerman is a pussy ass coward.
1,@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people
1,I'm only on here cause my bitch tripping &#128514;
1,"&#8220;@briceokc: ""cigarettes are so gross"" -half the bitches that smoke cigarettes &#128530;&#8221; @gfys__"
1,I think I just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier
1,"A hoe nigga will not be tolerated,"
1,Im n a tight circle bitch you can't get thru dis loop
0,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;"
1,RT @YoungRecklesss_: Ain't no money or no hoe in the world can spoil it &#128175; #MyBrothersKeeper
1,Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS
1,"RT @BigFatDave: We gave #GunControl a chance. It failed.

No more of this #GunSense nonsense.

#MomsDemand is statist trash http://t.co/MKl&#8230;"
1,RT @VuIture: This bitch eyebrows lookin like the bulls logo http://t.co/5EtOrG5GBT
1,RT @arigold_88: Tiny.... girl. Can't trust a bitch named Tameka no way.
1,@iKeithDJack your bitch in Houston
1,""" running round here like some brand new pussy thats bout to get fucked """
1,I don't be crying over stripper bitches that left me for dudes with money tho. And. Singing about it.
1,SWAG !&#8220;@MYSTIKALGOD666: bitch im serious http://t.co/UFqHqSc7Xv&#8221;
1,RT @EJ_RealTalk: &#8220;@SirRayCharles: Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;
1,@_theDarius bitch just be looking for my shit.
1,Waka bitch bad fr
1,RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer
1,I make bitches fly like Peter Pan do
1,"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy"
1,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.
1,Pedro is a little bitch cause he never DM me.
1,Niggas/bitches cheat cause mf's always think they gettin played
1,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.
0,Good ol' Charlie. #wwc http://t.co/U3kkrlwOqk
1,RT @NerdLifeThuggin: Skin Diamond really was the last champion for ebony porn. Everything else is kinda trash now.
1,&#8220;@__IamAnnaY: bitch gotta work all hard to clean that shit without ripping her skin&#8221; LMAOSJDUSUBEJS
1," That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?"
1,"RT @OhEmmeG: just because you ""not official"" doesnt mean you can act like complete trash and be free from acting like a decent human being"
1,"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!

Hey, Bitch!"
1,RT @NevaWhoDat: wet pussy is the best pussy &#128588;&#128527;&#128540;&#128069;&#128166;&#128572;&#128175;
1,RT @J_Leche14: A relationship does not stop a hoe from being a hoe.
1,@djceeloss handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha
1,@_tiffnasty some niggas didnt desrve to have that bitch in the first place
0,"4&#8419;2&#8419;0&#8419;

moke up"
1,@Based_Saiyan my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute
1,still got a hoes tho..
1,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.
1,@ilove_2pac if you're concerned about how much your lady makes then that's some bitch shit to me and you need your ego stroked
1,Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u
0,"@tkdfighter 
He gotta be colored"
1,"RT @BitchieDior: A street nigga don't love nobody if you ain't his day one (bitch, nigga)"
1,This is how you know LHS is ghetto. http://t.co/9eAGkXDGH5
1,"Karma is the biggest bitch you'll ever meet, Keep pushing her buttons.........."
0,jig levitating for lousiville
1, Ma niggah Alsina be doin his thang . http://t.co/IZA7Lil1Oz
1,Nino Brown? Oh das me RT @erikacarissa Nino Brown on yall hoes.
1,i still don't understand why bitches at my high shool would put on false eyelashes every fucking day
0,&#8220;@HeyKeifer: Oreos are basically dirt circles with cream.&#8221; True.
1,@GorgeousCamry_ fight or nah dumb bitch &#128530;
1,&#8220;@almightyburr: gotta buy those anti-slip shoes so these hoes won't catch me slipping&#8221;
1,Hey ladies can i ask you a question ? Why do yall niggas be so fkn LAME ! It be the baddest bitches wit the LAMEST niggas
1,"... but bitches catch feelings after, all the damn time."
1,RT @TrillEsty: Retweet if you see a ratchet hoe on your timeline.
