Foul,Post,language,Unnamed: 2
1.0,"she pooted &#8220;@Not1FuckisGiven: Either Young Thug gay, or this bitch pooted https://t.co/g0FgRX7dju&#8221;",english,
1.0,Get tf off joseline pussy!!!! Like damn,english,
0.0,"Doosre ne likha,",hindi,
1.0,"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order",english,
1.0,"3. Jis besharm director ke film ki heroine khud bed cycle par rakh kar ganne ke khet mein rangreliyan manane jati hai vo director vastavik jeevan mein har stri ko kutiya hi samjhega, aur khud to vo kutta hai hi. Buddhijivi kutta! @anuragkashyap72",hindi,
0.0,Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv,english,
1.0,"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;",english,
1.0,RT @surviving_queen: her pussy stay wet when shes around me gotta lick it till she wetter then never before,english,
1.0,I hate dumb bitches,english,
1.0,bokaachodaa,hindi,
1.0,tu dono meri dono aand ho,hindi,
1.0,Tatton ka paseena,hindi,
1.0,"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.",english,
1.0,RT @Coolie_GBE300: When the side bitch try to approach you in public. http://t.co/GbbIob1Ots,english,
0.0,"""Mukhtar Ansari aur Atiq Ahmad se pet nahi bhara Yogi Baba ka to ab notice de diya Azam Khan ke resort ko todne ka Jurmila Baba 😏""",hindi,
,,hindi,
1.0,RT @Brandee876: ghetto sour cream http://t.co/1meyQQ7B6G,english,
1.0,RT @boominator: &#8220;@CureOurCountry: Rand Paul mocks Clinton with #HillarysLosers pics with failed candidates http://t.co/r8fjtCsJ5O http://t&#8230;,english,
1.0,"RT @TheOnlyReed: IDC what phone u got, lol silly nigger",english,
1.0,Ha bill bellicheck wouldnt give an interview what a pussy!!!! Hey bill karmas a bitch!!!!!!!!,english,
1.0,@Mymangot2JOBS_ lmao yes bitch &#128514;&#128128;&#128128;&#128128;&#128128;&#128128;,english,
1.0,RT @BigggDickBandit: You lil stupid ass bitch i aint fuckin wit you,english,
1.0,kya lound master mila h behen cho,hindi,
1.0,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP",english,
0.0,@sambitswaraj Chamche ki atmakatha: 🐽😂 Noon roti khayenge chamchagiri mein zindagi bitayenge. Baap chamcha khud chamcha bachchon ko bhi chamcha banayenge. Bhakton se anurodh hai chamchon ko zyada na pelaye.,hindi,
0.0,"""#Delhi: Rajdhani Delhi aur NCR mein aaj kaisa rahega mausam, yahan jaanein-""",hindi,
1.0,"@Persianboi10 @RyanTBurnss HAHAHA ""chunky goalkeeper makes a save with his stomach""",english,
1.0,@SugarShai2 room temp cus i have sensitive bitch teeth. ( ._.),english,
1.0,RT @EJ_RealTalk: &#8220;@SirRayCharles: Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;,english,
1.0,RT @ivanrabago_: @Woody_AFC fucking faggot,english,
0.0,jinmein prayogshala sambandhi karyon ki avashyakata padti hai...,hindi,
1.0,Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT,english,
1.0,"Football the only thing I got! no bae I don't got no hoes, they all come and go!! time to just start focusing on something that's real",english,
1.0,@Aram2432 I have class nig,english,
0.0,"Telecom companies ko Supreme Court se badi raahat, Supreme Court ne bakaya AGR jama karne ke liye 10 saal ka waqt diya, Telecom companies ko bakaye ka 10 feesadi 31 March 2021 tak chukana hoga.",hindi,
1.0,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;,english,
1.0,RT @tr4pb0y: when the pussy so good &amp; u forget to pull out http://t.co/653Te4sUhr,english,
1.0,That pussy sooo good &#128524;&#128149;,english,
0.0,"""Patang ke saath hawa mein udte bachchi ka video social media par viral ho raha hai. https://t.co/mIHWv3MkkK""",hindi,
1.0,RT @_PrettyJade: I don't care about none of these bitches &#128524;,english,
1.0,&#8220;@ForeverrrJadaaa: huge nips scary me&#8221; they scary me too,english,
1.0,"Practically got arrested tonight, not allowed on UTampa grounds for a year now... fml im retarded",english,
0.0,"Conoc&#237; tus ojos negros 
Y ahora si que no puedo vivir sin ellos",english,
1.0,Randi ke tail,hindi,
1.0,@jonnytooswollen bitch,english,
1.0,@SFGiants trash smh game rigged bumgarner took roids,english,
1.0,Called Eddie a hoe.... By mistake doe. Lol,english,
1.0,RT @YABOYLILB: *rides into the pussy on a gym class butt scooter* http://t.co/573pZSOuc1,english,
1.0,saalaaa suar ki auladd ,hindi,
1.0,"So pissed I forgot that Saiyan bitches infio. She gave ne her IG tioo,. FUCK",english,
1.0,Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler,english,
1.0,Ima start friend zoning these hoes &#128514;&#128514;&#128514;,english,
1.0,@AlexDunlapNFL @BDOE_KLBJ that evil son of a bitch deserves everything that's coming to him,english,
1.0,@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded,english,
1.0,Sitting up here next to the neighborhood crazy bitch &amp; she keeps randomly busting out laughing.,english,
1.0,ghasti si shkl k,hindi,
1.0,Gandu maa ki choot teri,hindi,
1.0,Bruh bitches be wearing heels and club outfits to school and shit &#128553;&#128514;&#128128;,english,
1.0,Smfh boy you sound just like them hoes!! RT @K_forKicKs: Idk why everybody be hating on the Puerto Rican princess,english,
1.0,"RICK TOLD YALL TO GO BACK AND KILL'EM ALL! Yall niccas didn't listen, now they are chewing on Bob's leg and shit! Extra, tasty, crispy!",english,
1.0,chut p baal h bsdk terer,hindi,
1.0,RT @22duces20: Happy birthday to my little ass cousin who doesn't remember who I am @1NOnlyDirtyMike hope it's a good one fag !,english,
1.0,"RT @IAMNICKlMINAJ: I'm not saying she's a hoe, but she's been on more wieners than Heinz Ketchup.",english,
1.0,I should gt a scurl on.deez hoes,english,
1.0,RT @Im_Thirst: That nigger made the shit out of my coffee.,english,
0.0,Ross text me back you twat,english,
0.0,"""Har jaan hai kimti. #AAP ke oxygen mitr kar rahe hain sabki oxygen jaanch. #4September #MadhyaPradesh @ArvindKejriwal @AapKaGopalRai @AnkushNarang_ @PankajSinghAAP https://t.co/PWWm3vvpOZ""",hindi,
1.0,bsdk chll kuch khila de canteen m,hindi,
0.0,@ashley_smith20 colored contacts,english,
1.0,Kali choot ki jhant,hindi,
0.0,"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear &#128589;",english,
1.0,"Me to @sarayeagley ""Caffenate me, bitch"" because I don't know how to use Dave's coffee maker #struggles #CLEadventures",english,
0.0,"""Avamanan ke doshi Prashant Bhushan bole ‘1 rupee ka jurmana bharuga, lekin chunauti dene ka bhi hai adhikar’ #PrashantBhushan https://t.co/WAdSeX95d7""",hindi,
1.0,Bhand randi ka choda,hindi,
1.0,Kali choot ki jhant,hindi,
1.0,"@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim",english,
1.0,@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,english,
1.0,Pital ki gand,hindi,
1.0,"Bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player",english,
1.0,gndfatiye fat gyi,hindi,
1.0,Yup! RT @STheMisfit Then she got AIDs and died RT @MissBl0ndee: Jenny was a bitch! #forestgump,english,
1.0,&#8220;@daijahshardaee: I feel sorry for whoever using Alyssa number to play phone games &#128532;&#128080;&#8221; dumb ass hoes who ain't got a life,english,
1.0,Never let a boy make you feel like you're anything less than a bad bitch,english,
1.0,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha",english,
1.0,I'm so sick of u niggers...,english,
0.0,"This one night I was tripping off brownies I put my running shoes on and I was still in pjs, it was 2am ! http://t.co/UwmBpCOMNE",english,
1.0,Sure wish my nose would stop dripping.....this sick shit is for the birds,english,
1.0,When bitches you don't like talk to you at work. #workproblems #workflow #byebitch https://t.co/gqZuNhCVd3,english,
1.0,@jaaaaaade__ You can't see it but I'm flipping you the bird,english,
1.0,Randi baaj,hindi,
0.0,Supreme Court ne avamanana mamle mein Prashant Bhushan ko kya saza sunayi? Awaaz: Navin Negi https://t.co/6ejBDaNwoV,hindi,
1.0,jhaant k baal,hindi,
0.0,#VALUE!,hindi,
1.0,"RT @jerrilyn71: ""@HistoryGoon: hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&#8230;",english,
1.0,Katte tatton ka kofta,hindi,
1.0,@panchoftf I'm trying to catch diabetes so I'm fuckin a white bitch,english,
1.0,...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.,english,
1.0,RT @CHlLDHOODRUINER: she taught these hoes how to pose http://t.co/aiObO34baA,english,
1.0,I dont think ive ever seen a fight on the real world. I mean a word fight yeah. tons of times. but damn! that bitch swung,english,
1.0,@coolstorysam @MorgannnDee i thought you had some fucked up birth defect that made your nips heart shaped lmao.,english,
1.0,"My honky, my honky. My motherfucking honky.",english,
1.0,"Omg Dot ""I'm sure that's not all you give away for free"" bitch!! &#128128;",english,
1.0,Oh. Wow. Avoiding that bitch.,english,
1.0,vo chat le meri gand,hindi,
1.0,gand m h dm h to baap se mt kr,hindi,
1.0,Pick a city buy a condo find a fine hoe let some time go #chea,english,
1.0,"If yall niggas gon be gay, why yall gotta be so over the top? Dressing up in bitch shit that women wouldnt even dare wear. Smh.",english,
1.0,&#8220;@Traceydee98: I want pussy for dinner&#8221;,english,
1.0,RT @MyDickIsCalled: My dick is called Abusive Cat Owner because it always beats the pussy up.,english,
0.0,"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",english,
1.0,Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;,english,
1.0,RT @Shalewis09: Larry Elder is an Uncle Tom. I cannot believe how he is degrading a child.,english,
1.0,@BitchImFancy lol so retarded,english,
0.0,- 9 se 12viin ke chhaatr 21 sitambar ke baad skuul jaa sakenge.,hindi,
0.0,"This mint brownies recipe is made with almond flour, coconut palm sugar, coconut oil, and coconut mi http://t.co/XZZfDoLZDn",english,
0.0,,hindi,
1.0,"RT @DJ_MARVZ: Chris brown got no chill button..... Why sell a bitch out on social media tho? Like not even a subliminal, buddy took time to&#8230;",english,
0.0,"RT @wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.",english,
1.0,Pau a hoe. How u gon play after the trade deadline,english,
1.0,RT @RihannaHasAids: bitch built like squid ward after he ate all the Krabby Patties RT @AcaciaMakayla: @DJZeeti DONT RETIRE &#128553; I love you. h&#8230;,english,
0.0,@aamir_khan Bharat mein mach gayi haahaakar roti ke liye taali baja rahe hain yuva Bharat ki haalaat Libya Syria Taliban se bhi badtar haalaat https://t.co/L0i6fmwXvn,hindi,
1.0,@Miseducated411: Your mind is free and your soul. satan will present to u in his kingdom the things that mock u. Stay strong in Yahshua...,english,
1.0,This bitch keep playin wit my hair like she dont got her own.,english,
0.0,RT @iMDatDudeFish: &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash: #ThotGoals .. RT @LessonswithKate: I wanna learn how to jigg really good so I can be in the circle.,english,
1.0,@kittty_jpg @nosfiend215 @SteeZeyFLOW you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..,english,
1.0,@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts,english,
1.0,"This faggot in a truck was tailgating me, so I hit my breaks, he cut me off I switched lanes he cuts me off again to be a little biatch then",english,
1.0,tu mera lele muh me,hindi,
1.0,RT @bebalizz123: Bagging thot bitches &amp; giving 'em head? Ew nigga you nasty &amp; you're better off dead.,english,
0.0,"""#CWC19 Little Master Sunil Gavaskar bole, 'Dhoni ko 'upar' khelne aana chahiye tha'""",hindi,
1.0,Baglundi randi,hindi,
1.0,Ghode ke lode,hindi,
1.0,Good pussy change ya life! &#128514;&#128557;,english,
1.0,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er,english,
1.0,are darling itni raat ko kha chli gaand mrvane jati ho kya,hindi,
1.0,@xDSmooth these bitch been sayin they was leaving since 3,english,
0.0,"@AnthonyCumia 
You be totally correct Anthony. Can&#8217;t be livin round dem colored folk. Day be bringin down da hood and dem propery value",english,
0.0,sheryl crow being the bae,english,
1.0,@HunturPls @SteeZeyFLOW nice ears bitch you look like a god damn elephant..,english,
1.0,RT @amnesty2016: Stfu stupid bitch. God damn. Unfuckingfollow me then!!! Shit.,english,
1.0,Just seen the baddest bitch in tower city... My heart just got warm &#128514;&#128514;&#128514;,english,
1.0,Currently sitting down wishing a bitch would.&#128133;,english,
1.0,RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos,english,
0.0,"""Daroga ke bhesh mein shehar ka nami chor nikala Takhtnashi hi sabse zyada kamzor nikala",hindi,
1.0,patakha h behen ki lodi,hindi,
0.0,"""#10Tak: #LAC par high alert par hai Bharatiya sena! Dekhiye poora show: https://t.co/KclGSCdRbP #India #China #IndiaChinaStandOff https://t.co/jVYxIzxfXm""",hindi,
1.0,"RT @JoeBudden: So the woman I deal with is trying her best to make ""entertaining"" a bad word... ""U be entertaining these bitches"" lol",english,
1.0,God damn zebras every Virginia possession the whistle blows geeze.,english,
1.0,@PerezHilton \the whole bunch of the trash needs 2 jus go away. they r jus trash!!!,english,
0.0,"This picture on Weibo made China's censors add ""big yellow duck"" to its list of banned terms &#8594; http://t.co/87NSk91rJR http://t.co/j3aAKxwIfe",english,
1.0,RT @jm_wags: Well I play flappy bird now and I don't know why,english,
1.0,vo teri lena chahta hai chodh de usko,hindi,
0.0,"Once the brainwork is done on pacemakers at medical device companies, they call in the contract tinker toy engineers like SC_Troll
#stribpol",english,
0.0,RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;,english,
1.0,Did he say the tastiest cuts or cunts??,english,
1.0,bhadve lodu h kya,hindi,
1.0,"@izziorizzi i'm not a trash talker, brah. i'm polite and diplomatic on and off the court.",english,
1.0,You bitch hole you never text me back.... Can you guess who this is... &#8212; Haha i never text anyone back my bad http://t.co/f4CsTdQGEc,english,
1.0,@Mimistheone stop trolling me u creepy ass cracker!!!,english,
1.0,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",english,
0.0,"@ArvindKejriwal desh ka kisan kya chahta hai ye kisan khud hi jaanate hai. Tujh jaise neech kameena jo satta ke liye Dilli danga aur thappad bhi kha sakta hai wo kisan ki baat na kare to hi achha hai. AAP to sarkar ke har bill ka virodh hi kiya hai, 370, 3 talak, CAA, Yahan to Ke Ram Mandir ka faisla court ne kiya iska bhi",hindi,
1.0,These hoes here mane. You are what you let inside you. Remember.,english,
1.0,I'm the gym looking at bitches booty #creeping &#9996;&#65039;,english,
1.0,Im sippin hot tea bitch,english,
1.0, bhandve bsdk bhaand h kya,hindi,
1.0,"@thelovemaster ""I'm gonna nip you right in the bud!""",english,
1.0,Kutiya ka bhosda,hindi,
1.0,@EmmanuelRodz11 WILLIAN up in that hoe &#128514;&#128514;&#128514;&#128514;,english,
1.0,samne dekhnle bsdk,hindi,
0.0,This office is used to pound some&#160;pussy http://t.co/x8jlLf0fA9,english,
1.0,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,english,
1.0,"Irritating reading ppl bitch abt smthng, yet offer shit for evidence to even support their slant. Simply complaining is the easy part.",english,
1.0,tu bkchodi n kr jb ni lee paya to gand mrau apni ab,hindi,
1.0," That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?",english,
1.0,"Having a 'new boyfriend' every month doesn't mean you're gorgeous.... It means you're easy, and retarded.",english,
